age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
39,Local-gov,54016,HS-grad,12,Never-married,Prof-specialty,Not-in-family,White,Male,29,-1,66,Taiwan,<=50K
38,Federal-gov,77894,5th-6th,15,Married-civ-spouse,Farming-fishing,Other-relative,White,Male,8,1,57,United-States,<=50K
50,Private,139924,HS-grad,2,Married-AF-spouse,Farming-fishing,Other-relative,White,Male,-49,2,40,United-States,<=50K
36,Private,143340,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,-66,0,35,United-States,<=50K
64,Self-emp-not-inc,63739,HS-grad,13,Married-civ-spouse,Transport-moving,Husband,White,Male,-52,-1,40,United-States,<=50K
38,Local-gov,118640,Bachelors,7,Married-civ-spouse,Other-service,Husband,White,Male,50,-2,45,Dominican-Republic,<=50K
67,Local-gov,181547,Some-college,10,Widowed,Other-service,Unmarried,White,Female,-21,0,12,United-States,<=50K
45,Local-gov,258409,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,6,-3,20,United-States,<=50K
33,Private,204816,Bachelors,10,Separated,Protective-serv,Not-in-family,White,Male,34,-1,4,United-States,<=50K
60,Federal-gov,40162,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Female,3720,0,40,Puerto-Rico,<=50K
27,Local-gov,360040,Masters,10,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,-36,3,36,United-States,<=50K
48,Private,168012,Some-college,10,Never-married,Sales,Not-in-family,White,Female,13,-2,20,United-States,<=50K
35,Private,273439,9th,12,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,47,-2,50,United-States,<=50K
50,State-gov,25808,11th,3,Married-civ-spouse,Transport-moving,Not-in-family,Other,Female,-12,-2,43,United-States,<=50K
24,Private,157096,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,-24,0,20,United-States,<=50K
57,Private,195135,Some-college,9,Widowed,Adm-clerical,Own-child,Black,Female,2,3,36,United-States,<=50K
29,Private,179070,9th,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,8,3,58,United-States,<=50K
46,Private,237607,Doctorate,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,7243,-1,50,United-States,>50K
38,Private,91740,Masters,12,Married-spouse-absent,Craft-repair,Unmarried,White,Male,3223,-1,40,United-States,<=50K
45,Private,34215,Masters,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,-38,-1,43,United-States,>50K
25,Local-gov,154019,Some-college,13,Never-married,Adm-clerical,Own-child,White,Female,54,0,6,United-States,<=50K
24,Private,55460,Some-college,6,Never-married,Handlers-cleaners,Own-child,White,Female,28,1,51,United-States,<=50K
38,State-gov,417512,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,4745,0,40,United-States,>50K
58,Private,313530,Some-college,9,Never-married,Other-service,Other-relative,Other,Female,-33,1,40,United-States,<=50K
52,Local-gov,392895,Some-college,10,Never-married,Other-service,Not-in-family,Black,Female,-10,-3,20,United-States,<=50K
42,Private,104076,Bachelors,3,Never-married,Machine-op-inspct,Husband,White,Male,47,-1,50,United-States,<=50K
43,Self-emp-not-inc,430715,Masters,15,Married-civ-spouse,Sales,Husband,White,Male,-25,0,54,United-States,>50K
44,Private,434692,Some-college,13,Divorced,Other-service,Unmarried,White,Female,-28,2,40,United-States,<=50K
42,Private,95833,Doctorate,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,33,0,40,United-States,<=50K
34,Private,341672,HS-grad,7,Never-married,Other-service,Other-relative,Amer-Indian-Eskimo,Male,-13,-2,50,United-States,<=50K
57,Without-pay,186897,HS-grad,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,23,2,46,United-States,>50K
22,Private,144078,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,9,0,23,United-States,<=50K
40,Private,32911,Assoc-acdm,13,Married-civ-spouse,Farming-fishing,Not-in-family,White,Male,-38,-4,50,United-States,>50K
57,Self-emp-not-inc,54438,Bachelors,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,12,0,80,United-States,>50K
40,Self-emp-not-inc,189251,1st-4th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,38,2132,35,United-States,<=50K
32,Private,361028,Prof-school,4,Never-married,Other-service,Wife,White,Female,-38,-1,40,Taiwan,<=50K
68,Local-gov,25721,Some-college,14,Separated,Other-service,Not-in-family,White,Male,-20,1,40,United-States,<=50K
19,Private,179526,Masters,9,Never-married,Adm-clerical,Wife,White,Female,20,-2,27,United-States,<=50K
22,Private,187098,HS-grad,5,Divorced,Adm-clerical,Not-in-family,White,Female,-48,0,8,United-States,<=50K
33,State-gov,205377,Some-college,9,Married-civ-spouse,Priv-house-serv,Unmarried,Black,Male,-33,1,40,United-States,<=50K
23,Private,202473,5th-6th,9,Never-married,Other-service,Husband,White,Female,32,1,40,United-States,<=50K
66,State-gov,166839,Prof-school,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,15102,1978,56,United-States,>50K
49,Federal-gov,180082,7th-8th,13,Married-civ-spouse,Adm-clerical,Own-child,White,Female,40,2,36,United-States,<=50K
23,?,220292,Some-college,9,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Female,14,-2,20,United-States,<=50K
38,Private,143838,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,-13,-1,20,United-States,<=50K
54,Local-gov,263438,9th,14,Married-civ-spouse,Craft-repair,Husband,White,Male,1,1,44,United-States,>50K
26,Private,128367,HS-grad,10,Divorced,Adm-clerical,Own-child,White,Female,13,2,28,United-States,<=50K
21,?,171016,HS-grad,9,Never-married,Other-service,Not-in-family,Other,Female,-35,4,36,United-States,<=50K
40,Private,23737,Bachelors,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,3367,1788,59,United-States,>50K
56,Self-emp-inc,41030,Some-college,14,Married-civ-spouse,Craft-repair,Other-relative,White,Female,39,3,40,United-States,>50K
59,Private,341395,HS-grad,10,Never-married,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,-5,0,23,United-States,<=50K
65,Private,187730,Some-college,13,Divorced,Adm-clerical,Wife,Black,Male,19,-3,40,United-States,<=50K
61,Self-emp-not-inc,63760,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,-58,0,64,United-States,>50K
20,Private,179436,HS-grad,7,Never-married,Adm-clerical,Own-child,Black,Female,55,1,21,United-States,<=50K
19,State-gov,190995,Some-college,4,Never-married,Adm-clerical,Not-in-family,Black,Female,-35,-2,37,Puerto-Rico,<=50K
46,Private,82141,Bachelors,12,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,-7,4,40,United-States,<=50K
50,Local-gov,116275,5th-6th,10,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,-6,1,44,United-States,<=50K
38,Without-pay,173370,Bachelors,10,Never-married,Prof-specialty,Husband,White,Male,7870,2,66,United-States,>50K
37,Private,116502,10th,9,Never-married,Protective-serv,Wife,White,Male,-32,1,40,United-States,<=50K
65,Local-gov,120000,Some-college,4,Widowed,Handlers-cleaners,Not-in-family,White,Female,18,3,40,United-States,<=50K
47,?,204568,HS-grad,10,Never-married,Tech-support,Other-relative,Black,Female,17,0,40,United-States,<=50K
24,?,108092,Some-college,10,Married-civ-spouse,Sales,Not-in-family,White,Female,5,1,19,United-States,<=50K
37,Private,335510,HS-grad,10,Married-spouse-absent,Other-service,Unmarried,Other,Female,41,-1,11,United-States,<=50K
20,Private,143865,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,13,-2,40,United-States,<=50K
45,Private,367388,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,-19,0,69,United-States,>50K
29,Private,205573,Some-college,7,Never-married,Adm-clerical,Not-in-family,White,Female,27,-1,46,United-States,<=50K
62,Self-emp-inc,197703,HS-grad,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,-32,1,40,United-States,<=50K
56,Private,106777,Masters,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,2986,1772,61,United-States,>50K
23,State-gov,158991,11th,4,Married-civ-spouse,Sales,Unmarried,White,Male,3347,4,40,United-States,<=50K
18,?,75828,12th,9,Never-married,Sales,Own-child,White,Female,-40,0,40,United-States,<=50K
48,Local-gov,86050,Assoc-voc,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,30,-2,40,Vietnam,<=50K
30,Private,398140,Some-college,6,Divorced,Handlers-cleaners,Not-in-family,White,Female,10,2,40,United-States,<=50K
22,Local-gov,118325,HS-grad,10,Married-civ-spouse,Armed-Forces,Unmarried,White,Male,26,-1,40,Hong,<=50K
64,Private,277927,Some-college,10,Widowed,Adm-clerical,Not-in-family,Black,Female,7,-2,34,United-States,<=50K
49,Private,44851,7th-8th,10,Never-married,Other-service,Not-in-family,White,Female,2,3,40,Italy,<=50K
42,Private,87643,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,-46,0,40,Scotland,<=50K
34,State-gov,58909,10th,8,Never-married,Sales,Unmarried,Other,Female,32,0,25,Ecuador,<=50K
56,Private,178576,10th,10,Never-married,Adm-clerical,Not-in-family,White,Female,-5,-1,24,United-States,<=50K
25,?,14669,Some-college,13,Never-married,Adm-clerical,Unmarried,White,Female,-30,-1,36,United-States,<=50K
19,Private,222867,Some-college,4,Never-married,Adm-clerical,Unmarried,White,Female,1,-1,4,United-States,<=50K
35,Self-emp-not-inc,258937,7th-8th,9,Divorced,Farming-fishing,Unmarried,White,Male,6,0,40,United-States,<=50K
46,Local-gov,450391,Some-college,3,Never-married,Handlers-cleaners,Not-in-family,White,Female,33,-1,23,Nicaragua,<=50K
31,Private,193107,Some-college,6,Never-married,Sales,Own-child,White,Female,-7,1,40,Japan,<=50K
58,Private,88852,Some-college,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,14654,1,43,United-States,>50K
57,Private,126058,Assoc-voc,13,Married-civ-spouse,Craft-repair,Husband,White,Male,-16,-1,40,United-States,<=50K
27,Local-gov,75238,HS-grad,9,Widowed,Farming-fishing,Not-in-family,White,Female,20,-3,26,United-States,<=50K
20,Private,148179,Some-college,9,Divorced,Other-service,Not-in-family,Black,Female,-51,-2,13,United-States,<=50K
44,Private,259455,Bachelors,4,Never-married,Exec-managerial,Not-in-family,White,Male,-4,-1,40,United-States,<=50K
36,Private,162424,Some-college,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,15,2,37,United-States,<=50K
48,Federal-gov,139866,HS-grad,13,Married-civ-spouse,Sales,Husband,White,Male,14,1,40,United-States,>50K
28,State-gov,157616,7th-8th,10,Married-civ-spouse,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,33,0,40,United-States,<=50K
49,Private,374330,Some-college,15,Married-civ-spouse,Handlers-cleaners,Wife,White,Male,22,3,50,United-States,<=50K
42,Without-pay,72354,Bachelors,9,Married-civ-spouse,Sales,Husband,White,Male,-44,0,10,Thailand,<=50K
38,Private,161091,Bachelors,15,Married-civ-spouse,Other-service,Not-in-family,White,Male,32,-1,40,United-States,<=50K
49,State-gov,199725,Bachelors,13,Married-spouse-absent,Machine-op-inspct,Husband,White,Male,-55,0,40,United-States,<=50K
31,Private,268356,11th,10,Never-married,Adm-clerical,Own-child,White,Female,-17,1,40,United-States,<=50K
18,?,291749,Bachelors,10,Never-married,Sales,Wife,White,Male,-53,0,47,Jamaica,<=50K
45,Self-emp-inc,136994,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,3493,1775,49,United-States,>50K
41,Self-emp-not-inc,61872,Masters,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,1927,-1,45,United-States,<=50K
29,Local-gov,187348,11th,6,Married-civ-spouse,Other-service,Own-child,White,Female,2,1,40,United-States,<=50K
36,?,206839,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Female,22,2,15,United-States,<=50K
48,Self-emp-not-inc,61624,Some-college,13,Married-civ-spouse,Sales,Husband,White,Female,-15,0,40,Cuba,<=50K
27,State-gov,45228,7th-8th,10,Widowed,Exec-managerial,Not-in-family,White,Male,-57,1,35,United-States,<=50K
20,Self-emp-inc,156359,Assoc-acdm,10,Never-married,Sales,Not-in-family,White,Female,6,-1,40,United-States,<=50K
41,State-gov,101950,Prof-school,14,Married-civ-spouse,Sales,Husband,White,Male,3609,2,58,United-States,>50K
24,Private,181709,11th,4,Married-spouse-absent,Other-service,Not-in-family,White,Female,1,-3,17,United-States,<=50K
27,Private,141005,10th,12,Never-married,Sales,Unmarried,Amer-Indian-Eskimo,Male,-23,-1,40,Vietnam,<=50K
41,Private,140076,10th,9,Never-married,Tech-support,Not-in-family,White,Female,16,0,40,United-States,<=50K
39,Self-emp-not-inc,63674,1st-4th,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,-8,1840,54,United-States,>50K
40,Private,208407,5th-6th,9,Never-married,Farming-fishing,Not-in-family,White,Female,-18,-2,40,Jamaica,<=50K
56,Private,289126,Some-college,9,Never-married,Adm-clerical,Other-relative,White,Male,-19,0,40,Hong,<=50K
17,Private,373682,Some-college,7,Never-married,Adm-clerical,Not-in-family,Other,Female,21,-1,40,United-States,<=50K
45,Private,169692,11th,7,Never-married,Prof-specialty,Not-in-family,White,Female,-1,0,36,United-States,<=50K
54,Self-emp-not-inc,132314,Bachelors,12,Married-civ-spouse,Farming-fishing,Husband,White,Male,3676,2,49,United-States,>50K
61,Private,42920,Prof-school,13,Married-civ-spouse,Sales,Husband,White,Male,14391,0,45,United-States,>50K
60,Private,233291,7th-8th,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,-17,2,40,United-States,<=50K
40,Self-emp-inc,39322,Some-college,11,Married-civ-spouse,Transport-moving,Other-relative,Black,Male,-24,1,59,United-States,<=50K
41,Private,353892,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,-1,37,United-States,<=50K
40,Private,183531,Bachelors,10,Separated,Sales,Husband,White,Male,-4,-1,7,Dominican-Republic,<=50K
24,Self-emp-not-inc,45837,Assoc-voc,13,Never-married,Tech-support,Own-child,Black,Female,3,1,20,Dominican-Republic,<=50K
29,Self-emp-not-inc,26552,Masters,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,-76,1,40,United-States,>50K
37,Private,286806,11th,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,-28,2,50,United-States,<=50K
45,Federal-gov,172709,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,14454,1768,58,United-States,>50K
58,Federal-gov,257594,HS-grad,9,Married-civ-spouse,Armed-Forces,Not-in-family,White,Male,-21,3,11,United-States,<=50K
50,Private,107773,Masters,12,Married-civ-spouse,Craft-repair,Husband,White,Male,-28,1,49,United-States,>50K
47,Self-emp-inc,231780,Masters,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,10,1766,46,United-States,>50K
41,Private,184657,Some-college,13,Never-married,Sales,Husband,White,Female,-24,0,40,Mexico,<=50K
42,Self-emp-not-inc,49886,Masters,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,0,45,United-States,>50K
54,Private,172845,7th-8th,10,Married-spouse-absent,Sales,Own-child,Asian-Pac-Islander,Female,-11,-1,44,United-States,<=50K
61,Private,225735,Some-college,6,Divorced,Adm-clerical,Other-relative,White,Male,26,1,36,United-States,<=50K
22,Local-gov,186836,HS-grad,9,Divorced,Priv-house-serv,Not-in-family,White,Female,-18,1,40,Dominican-Republic,<=50K
47,Self-emp-not-inc,299281,Masters,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,14721,1,59,United-States,>50K
34,State-gov,122262,Prof-school,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,14870,1776,68,United-States,>50K
49,State-gov,114016,Some-college,7,Never-married,?,Unmarried,Amer-Indian-Eskimo,Female,-8,-1,63,United-States,<=50K
25,Without-pay,167399,HS-grad,13,Never-married,Sales,Not-in-family,White,Female,-8,1,38,United-States,<=50K
17,Local-gov,94519,Some-college,3,Divorced,Transport-moving,Not-in-family,Asian-Pac-Islander,Female,-37,-2,35,Ireland,<=50K
51,Self-emp-not-inc,110493,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-29,1,45,United-States,>50K
57,Federal-gov,101591,Bachelors,14,Married-civ-spouse,Craft-repair,Unmarried,White,Male,-5,0,40,?,<=50K
42,Federal-gov,266600,Some-college,2,Married-civ-spouse,Prof-specialty,Own-child,White,Male,10,0,40,Mexico,<=50K
21,Private,223317,1st-4th,10,Married-AF-spouse,?,Unmarried,Black,Male,-11,-1,40,United-States,<=50K
26,Private,202153,Some-college,9,Divorced,Farming-fishing,Unmarried,White,Female,-8,-1,9,United-States,<=50K
31,?,79840,7th-8th,13,Never-married,Adm-clerical,Not-in-family,White,Female,-34,2,40,United-States,<=50K
21,Private,92790,7th-8th,13,Divorced,Sales,Not-in-family,White,Male,-49,-1,17,United-States,<=50K
27,Private,215582,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,36,1,21,United-States,<=50K
54,Federal-gov,53622,Bachelors,10,Never-married,Handlers-cleaners,Own-child,Black,Female,-13,0,20,Honduras,<=50K
39,Self-emp-not-inc,60868,HS-grad,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,3713,-1,66,United-States,>50K
45,Private,142440,Bachelors,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,14725,2194,40,United-States,>50K
42,Self-emp-not-inc,106497,Bachelors,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,26,0,72,United-States,>50K
20,Private,26025,Some-college,9,Never-married,Adm-clerical,Own-child,White,Female,-33,1,40,France,<=50K
46,Private,161767,10th,13,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,-10,0,40,United-States,<=50K
40,Private,143190,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,20,1,40,United-States,<=50K
48,Private,216765,7th-8th,11,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,-20,2,40,United-States,<=50K
34,Local-gov,162702,11th,10,Separated,Adm-clerical,Own-child,White,Male,19,2,14,United-States,<=50K
38,State-gov,154998,Some-college,13,Married-civ-spouse,Farming-fishing,Own-child,Black,Male,28,1,44,United-States,<=50K
53,Private,11971,Some-college,6,Divorced,Other-service,Not-in-family,Other,Female,-3,3,18,United-States,<=50K
39,?,382578,HS-grad,9,Widowed,Adm-clerical,Other-relative,Black,Female,20,-1,50,United-States,<=50K
27,Private,19210,7th-8th,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,-12,-1,12,United-States,<=50K
34,Private,158481,10th,9,Never-married,Transport-moving,Not-in-family,White,Male,-24,2,40,United-States,<=50K
21,Local-gov,111403,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,26,-4,19,United-States,<=50K
58,Private,177918,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,45,-1,25,United-States,>50K
45,Private,188066,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,51,1,54,United-States,>50K
42,?,174617,Assoc-voc,10,Widowed,?,Husband,Black,Male,-40,1,40,United-States,<=50K
21,Private,87084,Assoc-voc,13,Never-married,Other-service,Not-in-family,White,Female,-8,-2,20,United-States,<=50K
41,Self-emp-not-inc,40379,7th-8th,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,2214,0,57,United-States,>50K
52,State-gov,264892,Some-college,6,Never-married,Other-service,Own-child,Black,Female,-12,-1,40,United-States,<=50K
34,Federal-gov,258258,Some-college,10,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,11,4,12,Nicaragua,<=50K
41,Self-emp-not-inc,109893,Masters,9,Married-civ-spouse,Prof-specialty,Husband,Black,Male,3072,-1,60,United-States,>50K
66,Private,225450,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,-63,3,9,?,<=50K
64,Self-emp-inc,181766,Prof-school,10,Married-civ-spouse,Sales,Husband,White,Male,25,-1,83,United-States,<=50K
22,Private,340333,Some-college,7,Separated,Adm-clerical,Unmarried,White,Female,-38,-1,20,United-States,<=50K
40,Private,176662,HS-grad,10,Widowed,Adm-clerical,Not-in-family,White,Female,-14,0,21,United-States,<=50K
63,Private,123477,Some-college,12,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,-62,1,50,United-States,<=50K
37,Local-gov,42097,7th-8th,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,-27,1,62,United-States,>50K
51,Self-emp-not-inc,175487,7th-8th,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,2263,-1,50,United-States,>50K
24,Private,110700,1st-4th,10,Never-married,Adm-clerical,Not-in-family,White,Female,4,2,36,United-States,<=50K
59,Self-emp-not-inc,108969,HS-grad,13,Married-civ-spouse,Sales,Unmarried,White,Male,3,0,40,Canada,<=50K
45,?,204646,Some-college,10,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,16,0,22,United-States,<=50K
32,State-gov,215291,1st-4th,9,Divorced,Other-service,Not-in-family,White,Female,16,-2,40,Portugal,<=50K
44,Private,242603,Bachelors,11,Married-civ-spouse,Craft-repair,Husband,White,Female,24,0,40,United-States,<=50K
41,Private,435442,Masters,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,18,-2,45,United-States,>50K
50,Private,218756,HS-grad,15,Married-civ-spouse,Machine-op-inspct,Other-relative,Other,Male,35,3,69,Ecuador,<=50K
57,Self-emp-not-inc,36659,HS-grad,13,Never-married,Prof-specialty,Unmarried,White,Male,-32,0,21,United-States,>50K
53,Private,83317,Masters,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,-24,-1,40,United-States,>50K
21,Private,167768,Some-college,5,Never-married,Other-service,Not-in-family,White,Female,-12,1,21,United-States,<=50K
43,Private,108519,Some-college,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,-33,-2,40,?,<=50K
28,Local-gov,191085,Some-college,9,Divorced,Sales,Not-in-family,White,Female,-8,-2,60,United-States,<=50K
26,Private,27274,Some-college,10,Never-married,Prof-specialty,Own-child,Black,Female,3,1,44,United-States,<=50K
35,?,177519,Some-college,10,Never-married,?,Unmarried,White,Female,-13,0,30,Japan,<=50K
29,State-gov,180481,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Female,19,0,40,United-States,<=50K
41,Local-gov,193387,Assoc-acdm,13,Married-civ-spouse,Sales,Husband,White,Male,4062,-1,45,United-States,>50K
25,Local-gov,119590,HS-grad,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,6,2,40,United-States,<=50K
44,Self-emp-not-inc,292675,Masters,13,Married-civ-spouse,Sales,Husband,White,Male,5,-2,63,United-States,>50K
19,Private,206884,Some-college,4,Married-spouse-absent,Other-service,Other-relative,White,Male,27,2,35,United-States,<=50K
28,Private,155197,11th,9,Never-married,Adm-clerical,Other-relative,White,Female,-11,1,59,?,<=50K
39,Private,60217,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,4,0,21,United-States,<=50K
25,Private,107883,Some-college,7,Never-married,Sales,Unmarried,White,Female,-21,-1,22,Puerto-Rico,<=50K
29,Private,355081,HS-grad,10,Never-married,Adm-clerical,Not-in-family,White,Female,-20,4,45,United-States,<=50K
39,Private,429558,9th,9,Never-married,Prof-specialty,Unmarried,Black,Female,3,-2,50,United-States,<=50K
18,Private,169596,Some-college,7,Never-married,Adm-clerical,Unmarried,White,Female,-2,-1,17,United-States,<=50K
69,Self-emp-not-inc,292122,Bachelors,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,4188,2,74,United-States,>50K
48,Self-emp-inc,104958,Some-college,13,Divorced,Other-service,Other-relative,White,Male,5,-1,40,United-States,<=50K
34,Private,167140,HS-grad,11,Divorced,Transport-moving,Own-child,White,Male,51,-1,45,United-States,<=50K
38,Private,99261,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,-36,2,40,Germany,<=50K
21,?,86727,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,21,2,20,United-States,<=50K
25,Private,123919,HS-grad,10,Never-married,Adm-clerical,Own-child,Black,Female,24,-2,35,United-States,<=50K
53,Federal-gov,110291,Bachelors,10,Divorced,Craft-repair,Husband,White,Female,-7,4,66,United-States,<=50K
41,Private,221116,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,5,-1,50,United-States,<=50K
39,Local-gov,49611,Prof-school,12,Divorced,Exec-managerial,Wife,White,Male,-2,2,40,United-States,<=50K
40,Private,105465,Bachelors,10,Married-civ-spouse,Transport-moving,Husband,White,Male,18,0,40,United-States,>50K
25,Private,191977,Some-college,10,Never-married,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Female,-1,1,23,United-States,<=50K
39,Private,154218,7th-8th,15,Married-civ-spouse,Sales,Husband,White,Male,4,-1,44,United-States,>50K
63,Private,151075,Some-college,9,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Female,-16,-2,18,United-States,<=50K
47,Private,146528,11th,10,Never-married,Adm-clerical,Not-in-family,Black,Female,-44,-1,40,United-States,<=50K
77,Private,99097,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,-33,2,36,United-States,<=50K
40,Local-gov,166018,Some-college,13,Divorced,Transport-moving,Not-in-family,White,Female,4,1,50,Vietnam,<=50K
37,Local-gov,112618,10th,3,Divorced,Machine-op-inspct,Not-in-family,White,Female,3,-2,65,United-States,<=50K
25,Private,191248,5th-6th,10,Never-married,Adm-clerical,Own-child,White,Female,28,1,40,United-States,<=50K
20,Private,177779,Some-college,9,Married-civ-spouse,?,Unmarried,Amer-Indian-Eskimo,Female,10,0,40,Portugal,<=50K
47,Private,240604,HS-grad,7,Divorced,Craft-repair,Other-relative,White,Male,-19,-1,11,United-States,<=50K
19,Private,374220,11th,13,Separated,Adm-clerical,Not-in-family,White,Male,-44,1,21,United-States,<=50K
37,Self-emp-inc,127426,9th,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,6,2,40,United-States,>50K
22,Private,335213,10th,10,Never-married,Adm-clerical,Own-child,White,Female,-1,-1,40,United-States,<=50K
57,Federal-gov,181969,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Female,3185,0,21,United-States,<=50K
38,Private,157768,Some-college,11,Never-married,Sales,Not-in-family,Black,Male,17,-2,45,?,<=50K
45,Self-emp-inc,116418,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,5044,1975,60,United-States,>50K
61,Self-emp-not-inc,36928,Bachelors,12,Married-civ-spouse,Craft-repair,Husband,White,Male,-39,1,58,United-States,>50K
38,Private,39583,Some-college,15,Married-civ-spouse,Other-service,Not-in-family,White,Male,32,-2,50,United-States,<=50K
58,Private,119147,Some-college,10,Never-married,Exec-managerial,Other-relative,Black,Female,5,-3,30,United-States,<=50K
35,?,218987,Some-college,5,Never-married,Adm-clerical,Unmarried,Black,Female,-1,1,11,United-States,<=50K
34,Private,103702,Some-college,3,Never-married,Other-service,Not-in-family,White,Female,3977,-2,19,United-States,<=50K
54,Self-emp-not-inc,42166,HS-grad,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,-6,-2,45,United-States,>50K
26,Private,325999,Some-college,13,Never-married,Adm-clerical,Not-in-family,Black,Male,-81,1,29,United-States,<=50K
56,Private,263373,Bachelors,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,0,40,England,<=50K
60,Local-gov,122189,Assoc-voc,4,Divorced,Prof-specialty,Other-relative,White,Male,49,2,40,United-States,<=50K
20,Federal-gov,498631,Some-college,10,Married-civ-spouse,Machine-op-inspct,Not-in-family,Black,Female,27,1,43,United-States,<=50K
40,Private,159967,Some-college,10,Widowed,Other-service,Not-in-family,Black,Female,-22,2,20,United-States,<=50K
45,Self-emp-not-inc,264293,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,-26,2,50,United-States,>50K
